CityPart,Area,Rooms,Bedrooms,Floor,MaxFloor,LastFloor,Status,Condition,Electrical Points,Heating,Natural Gas,Bed,Stove (Gas/Electric),Table,Refrigerator,Chairs,Oven,Air Conditioner,Washing Machine,Sofa,Dishwasher,PRICE (GEL)
Mukhianshi,45,2,1,13,16,0,Old Constructed,Needs Renovation,,,0,0,0,0,0,0,0,0,0,0,0,203678
Dighmis Masivshi,95,4,,5,6,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,1,1,0,0,1,0,1,203678
Saburtaloze,81,3,2,15,17,0,Newly Constructed,White Frame,1,,1,0,0,0,0,0,0,0,0,0,0,448091
Saburtaloze,82.7,3,2,17,26,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,1,0,0,0,0,0,0,0,344894
Vakeshi,74,2,1,7,20,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,374767
Didubeshi,90,3,2,5,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,0,0,1,0,0,1,230835
Vakeshi,140,3,2,1,12,0,Newly Constructed,Green Frame,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,461669
Did Dighomshi,56.3,2,1,5,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,173805
Isanshi,58.5,2,1,6,24,0,Newly Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,24
Saburtaloze,76,3,2,1,4,0,Newly Constructed,,,,1,0,0,0,0,0,0,0,0,0,0,380198
Vakeshi,57,2,1,15,22,0,Old Constructed,Old Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,448091
Didubeshi,35,2,1,3,8,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,0,1,1,0,1,1,160226
Vakeshi,82.5,3,2,4,15,0,Old Constructed,Old Renovated,1,Gas Heater,1,1,0,1,1,0,1,1,0,0,1,733239
Saburtaloze,84.7,2,1,7,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,339463
Did Dighomshi,70,3,2,8,8,1,Newly Constructed,,,,0,0,0,0,0,0,0,0,0,0,0,233550
Vakeshi,57,2,1,17,22,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,475248
Did Dighomshi,60,2,1,14,18,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,277001
Did Dighomshi,50,2,1,11,12,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,184668
Dighmis Masivshi,61,2,,6,6,1,Old Constructed,Old Renovated,1,,1,0,0,0,0,0,0,0,0,0,0,196888
Vashlijvarshi,80,3,2,5,9,0,Newly Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,198246
Did Dighomshi,48,2,1,7,11,0,Newly Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,172447
Did Dighomshi,53.6,2,1,7,11,0,Under Construction,,1,,0,0,0,0,0,0,0,0,0,0,0,176521
Did Dighomshi,43.5,2,1,4,15,0,Newly Constructed,Newly Renovated,2,Central Heating,1,0,1,1,1,1,1,0,0,1,1,104554
Mesame Masivshi,59,3,2,3,13,0,Newly Constructed,Newly Renovated,2,Central Heating,0,0,1,1,0,0,0,0,1,1,0,263423
Vakeshi,103,3,2,2,7,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,746818
Saburtaloze,55,2,1,21,21,1,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,420934
Did Dighomshi,45.1,2,1,12,12,1,Newly Constructed,Newly Renovated,1,Central Heating,0,1,1,1,0,0,1,1,0,1,1,149364
Gldanshi,56,2,1,17,18,0,Old Constructed,Green Frame,2,,1,0,0,0,0,0,0,0,0,0,0,206393
Did Dighomshi,95,4,3,11,14,0,Old Constructed,Old Renovated,1,Central Heating,1,0,0,1,0,0,0,0,0,0,0,203678
Saburtaloze,80,3,2,8,9,0,Newly Constructed,Green Frame,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,328600
Isanshi,51.1,2,1,9,12,0,Old Constructed,Newly Renovated,3,Central Heating,1,1,1,1,1,1,1,1,1,1,1,162942
Mtatsmindaze,140,7,3,3,3,1,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,1086280
Did Dighomshi,54,3,2,3,8,0,Old Constructed,Old Renovated,,,0,0,0,0,0,0,0,0,0,0,0,238982
Mukhianshi,58,3,2,9,9,1,Old Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,157511
Abanotubanshi,80,2,1,3,3,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,488826
Sololakshi,171,3,2,2,2,1,Old Constructed,Old Renovated,1,Gas Heater,0,0,0,0,0,0,0,0,0,0,0,706082
Vazisubanshi,60,2,1,8,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,154795
Mukhianshi,67,3,2,2,8,0,Old Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,200962
Saburtaloze,42,2,1,7,8,0,Old Constructed,Old Renovated,2,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,217256
Nadzaladevshi,93,3,2,16,17,0,Under Construction,Green Frame,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,238982
Didubeshi,51,2,1,22,25,0,Old Constructed,Newly Renovated,1,,1,0,0,0,0,0,0,0,0,0,0,166201
Saburtaloze,48,2,1,1,5,0,Old Constructed,Newly Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,143932
Vakeshi,85,4,2,3,5,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,597454
Saburtaloze,72,2,1,1,9,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,1,1,1,217256
Saburtaloze,125,4,3,4,4,1,Newly Constructed,White Frame,1,,0,0,0,0,0,0,0,0,0,0,0,847298
Ortachalashi,74.2,3,2,15,21,0,Under Construction,White Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,251881
Saburtaloze,48.8,2,1,9,9,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,195530
Saburtaloze,53,2,1,14,17,0,Old Constructed,Old Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,331315
Samgorshi,119,5,3,3,3,1,Old Constructed,Old Renovated,1,,1,1,1,0,1,1,1,1,0,1,1,461669
Saburtaloze,60,2,2,1,5,0,Newly Constructed,,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,211825
Did Dighomshi,38,2,1,4,11,0,Old Constructed,Needs Renovation,,,0,0,0,0,0,0,0,0,0,0,0,149364
Temkaze,36.5,1,1,5,8,0,Old Constructed,Ongoing Renovation,1,,1,0,0,0,0,0,0,0,0,0,0,108628
San. Zonashi,100,3,2,2,4,0,Old Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,176521
Gldanshi,73,3,2,3,9,0,Newly Constructed,Newly Renovated,1,,1,0,0,0,0,0,0,0,0,0,0,219972
Saburtaloze,51,2,1,19,21,0,Old Constructed,Newly Renovated,1,,1,0,0,0,0,0,0,0,0,0,0,347610
Chughuretshi,90,3,2,1,3,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,339463
Vakeshi,64,2,1,2,10,0,Newly Constructed,,,,0,0,0,0,0,0,0,0,0,0,0,420934
Vakeshi,208,5,,3,9,0,Newly Constructed,Old Renovated,2,Central Heating,1,1,1,1,1,1,1,1,0,1,1,1140594
Did Dighomshi,75,3,2,1,2,0,Newly Constructed,Newly Renovated,1,,1,0,0,1,0,0,0,0,0,0,0,160226
Saburtaloze,107,3,2,11,16,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,597454
Gldanshi,64,3,2,2,10,0,Newly Constructed,Green Frame,1,,0,0,0,0,0,0,0,0,0,0,0,234908
Saburtaloze,55,2,1,2,7,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,279717
Did Dighomshi,61,3,2,4,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,217256
Gldanshi,65,3,2,14,17,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,230835
Dighmis Masivshi,68,3,2,3,22,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,339463
Nadzaladevshi,52.2,2,1,2,11,0,Newly Constructed,Newly Renovated,1,,1,1,1,1,1,1,1,1,0,1,1,198246
Varketilshi,38,1,1,2,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,1,1,0,0,0,0,0,138501
Nadzaladevshi,56,2,1,17,24,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,241697
Vakeshi,117,3,2,17,20,0,Newly Constructed,Newly Renovated,,Central Heating,1,0,0,0,0,0,0,0,0,0,0,778455
Vashlijvarshi,53,2,1,3,11,0,Old Constructed,Old Renovated,1,,1,1,1,0,1,1,1,1,0,1,1,176521
Gldanshi,70,3,2,11,16,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,215898
Nadzaladevshi,76,2,1,15,20,0,Old Constructed,Newly Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,312306
Saburtaloze,96,2,1,8,9,0,Newly Constructed,Newly Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,396492
Bagebshi,80,3,2,4,11,0,Newly Constructed,Newly Renovated,1,,1,1,1,1,1,1,1,1,0,1,1,344894
Did Dighomshi,60,3,2,10,11,0,Old Constructed,Newly Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,225403
Vakeshi,146.62,5,3,8,10,0,Old Constructed,Old Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,841867
Veraze,75,2,1,7,9,0,Newly Constructed,White Frame,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,285149
Didubeshi,70.7,3,2,5,19,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,0,0,1,1,0,1,1,230835
Isanshi,34,1,1,5,8,0,Newly Constructed,Ongoing Renovation,2,,0,0,0,0,0,0,0,0,0,0,0,143932
Ortachalashi,120,3,2,1,2,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,353041
Isanshi,57,2,1,16,23,0,Old Constructed,Old Renovated,1,,1,0,0,0,0,0,0,0,0,0,0,285149
Vakeshi,65,2,1,1,7,0,Newly Constructed,Green Frame,2,,0,0,0,0,0,0,0,0,0,0,0,266139
Vakeshi,205,5,4,8,22,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,1113437
Did Dighomshi,58,3,2,8,13,0,Newly Constructed,White Frame,2,,1,0,0,0,0,0,0,0,0,0,0,203678
Ortachalashi,92,4,3,2,5,0,Old Constructed,Old Renovated,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,366620
Samgorshi,63,2,1,5,8,0,Old Constructed,Old Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,154795
Chughuretshi,40,1,1,5,5,1,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,122207
Isanshi,83,3,2,19,19,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,420934
Saburtaloze,52,2,1,11,21,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,423649
Saburtaloze,142,3,2,5,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,950495
Dighmis Masivshi,80,3,,7,7,1,Newly Constructed,Newly Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,380198
Avlabarshi,103,3,2,4,5,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,556719
Saburtaloze,42,1,1,3,8,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,165658
Nutsubidzis Ferdobze,88,3,2,3,5,0,Newly Constructed,Newly Renovated,,Central Heating,0,0,0,0,0,0,0,0,0,0,0,312306
Did Dighomshi,51,2,1,3,8,0,Newly Constructed,,1,,1,0,0,0,0,0,0,0,0,0,0,194173
Saburtaloze,59,2,1,11,14,0,Under Construction,White Frame,1,Individual Heating,1,0,0,0,0,0,0,0,0,0,0,325884
Nutsubidzis Ferdobze,55,2,1,3,14,0,Newly Constructed,Newly Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,190099
Saburtaloze,43.3,2,1,5,8,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,293975
Saburtaloze,240,5,3,6,6,1,Newly Constructed,,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,733239
Did Dighomshi,57.5,3,2,5,7,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,0,0,1,1,1,1,1,230835
Saburtaloze,50,2,1,18,24,0,Old Constructed,,,,1,1,0,1,1,1,1,1,0,1,1,377482
Vakeshi,43,2,1,9,16,0,Under Construction,White Frame,1,,0,0,0,0,0,0,0,0,0,0,0,252560
Didubeshi,70,2,1,3,27,0,Newly Constructed,White Plus,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,133069
Did Dighomshi,53,2,1,12,12,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,0,1,108628
Moskovis Gamzirze,55,2,1,10,11,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,179236
Isanshi,110,3,2,19,19,1,Old Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,502405
Chughuretshi,90,2,2,3,4,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,312306
Vakeshi,47,2,1,8,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,0,1,1,0,1,1,521414
Sof. Dighomshi,56.4,2,1,11,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,0,0,1,1,0,1,1,203678
Vakeshi,57,2,1,22,38,0,Newly Constructed,,,,1,0,0,0,0,0,0,0,0,0,0,749533
Saburtaloze,60.1,2,1,10,17,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,261250
Saburtaloze,112,3,2,5,10,0,Under Construction,White Frame,1,,0,0,0,0,0,0,0,0,0,0,0,461669
Nadzaladevshi,88,3,2,7,11,0,Newly Constructed,Old Renovated,1,Gas Heater,0,0,0,0,0,0,0,0,0,0,0,268854
San. Zonashi,76,3,2,1,5,0,Newly Constructed,Black Frame,1,,0,0,0,0,0,0,0,0,0,0,0,190099
Ortachalashi,51,2,1,11,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,1,1,1,1,0,0,0,1,0,176521
Vakeshi,208,5,3,3,9,0,Old Constructed,White Frame,1,,0,0,0,0,0,0,0,0,0,0,0,1140594
Saburtaloze,41.4,2,1,1,9,0,Newly Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,163023
Nutsubidzis Ferdobze,66,3,2,10,15,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,285149
Isanshi,61,3,2,1,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,1,0,0,0,0,0,0,0,225403
Did Dighomshi,75,3,2,12,14,0,Newly Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,225403
Samgorshi,68.7,3,2,14,15,0,Old Constructed,Old Renovated,1,Gas Heater,1,1,1,0,0,0,1,1,0,1,1,230835
Nadzaladevshi,80,3,2,8,8,1,Old Constructed,Old Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,230835
Didubeshi,84.24,4,2,6,8,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,388345
Bagebshi,58.1,2,1,12,12,1,Under Construction,White Frame,1,,0,0,0,0,0,0,0,0,0,0,0,328600
Did Dighomshi,60,3,2,3,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,146648
Vazisubanshi,60,3,2,8,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,1,0,0,0,0,0,0,0,195530
Did Dighomshi,32,2,1,1,4,0,Newly Constructed,White Frame,,,1,0,0,0,0,0,0,0,0,0,0,120849
Saburtaloze,58,2,1,15,25,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,184668
Nadzaladevshi,61,3,2,10,10,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,0,0,1,1,211825
Did Dighomshi,56.4,2,1,11,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,0,1,203678
Saburtaloze,59,2,1,6,10,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,1,0,1,1,0,0,0,1,0,393777
Gldanshi,64,3,2,5,7,0,Newly Constructed,Green Frame,1,,0,0,0,0,0,0,0,0,0,0,0,244413
Did Dighomshi,111.2,3,2,4,8,0,Newly Constructed,Black Frame,1,,0,0,0,0,0,0,0,0,0,0,0,326145
Nadzaladevshi,47,2,1,8,10,0,Newly Constructed,Newly Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,176521
Veraze,85,3,1,8,9,0,Newly Constructed,Newly Renovated,1,,1,1,1,1,1,1,1,0,0,1,1,705810
Didubeshi,56,2,1,10,15,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,0,0,1,1,1,1,1,244413
Vakeshi,114.9,3,2,2,6,0,Old Constructed,Old Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,651768
Vakeshi,89.08,2,1,8,9,0,Newly Constructed,White Frame,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,469816
Saburtaloze,93.7,3,2,12,22,0,Under Construction,Black Frame,1,,0,0,0,0,0,0,0,0,0,0,0,353041
Dighomi 1-9-Shi,58.8,2,1,4,8,0,Under Construction,White Frame,2,,0,0,0,0,0,0,0,0,0,0,0,168945
Saburtaloze,128.7,4,2,15,18,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,489315
San. Zonashi,61.5,3,2,2,16,0,Old Constructed,,,,1,1,1,1,1,1,1,1,1,1,1,176521
Vakeshi,103,4,3,3,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,773975
Saburtaloze,80,3,2,3,7,0,Newly Constructed,,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,415502
Saburtaloze,73,3,2,11,18,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,1,1,1,353041
Saburtaloze,165,5,3,4,6,0,Under Construction,White Frame,1,,0,0,0,0,0,0,0,0,0,0,0,651768
Bagebshi,46,2,1,1,8,0,Newly Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,181137
Did Dighomshi,73.4,3,2,5,12,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,266139
Saburtaloze,54.2,2,1,2,11,0,Old Constructed,,1,,1,0,0,0,0,0,0,0,0,0,0,355757
Saburtaloze,109,3,2,8,11,0,Newly Constructed,Ongoing Renovation,1,,0,0,0,0,0,0,0,0,0,0,0,543140
Gldanshi,108,3,2,4,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,325884
Saburtaloze,80,3,2,3,7,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,415502
Varketilshi,75,4,3,5,7,0,Newly Constructed,Black Frame,1,,1,0,0,0,0,0,0,0,0,0,0,230835
Dighomi 1-9-Shi,49,2,1,4,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,153030
Nadzaladevshi,48,2,1,1,10,0,Newly Constructed,Black Frame,1,,0,0,0,0,0,0,0,0,0,0,0,195530
Ortachalashi,51.1,2,,11,13,0,Old Constructed,Newly Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,176521
Sololakshi,78,3,2,3,3,1,Newly Constructed,White Frame,1,,0,0,0,0,0,0,0,0,0,0,0,380198
Did Dighomshi,92.6,4,3,18,21,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,301769
Zahesshi,75,3,2,3,6,0,Under Construction,Black Frame,1,,0,0,0,0,0,0,0,0,0,0,0,244413
Dighomi 1-9-Shi,70.6,3,2,5,8,0,Newly Constructed,Black Frame,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,206492
Did Dighomshi,51.5,2,1,2,9,0,Old Constructed,Newly Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,104894
Saburtaloze,110,4,3,2,5,0,Newly Constructed,,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,407355
Saburtaloze,69,3,2,2,16,0,Under Construction,Green Frame,1,,0,0,0,0,0,0,0,0,0,0,0,366620
Avlabarshi,80.4,2,1,1,5,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,1,1,1,413759
Vakeshi,83,3,2,8,9,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,597454
Dighmis Masivshi,32,2,1,5,5,1,Old Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,141216
Saburtaloze,60,3,,9,9,1,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,233550
Ortachalashi,55.5,2,1,10,14,0,Old Constructed,Newly Renovated,1,Central Heating,1,0,0,0,1,0,0,0,0,0,0,225403
Saburtaloze,35,2,1,6,6,1,Newly Constructed,Green Frame,,,0,0,0,0,0,0,0,0,0,0,0,173805
Vazisubanshi,40,2,1,13,18,0,Old Constructed,Old Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,122207
Saburtaloze,125,5,3,6,8,0,Newly Constructed,Old Renovated,1,,1,0,0,0,0,0,0,0,0,0,0,407355
Saburtaloze,65,3,2,2,12,0,Old Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,244413
Saburtaloze,173.12,3,2,6,6,1,Newly Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,706082
Did Dighomshi,50,2,1,6,13,0,Under Construction,White Frame,1,,1,0,0,0,0,0,0,0,0,0,0,225403
Bagebshi,91.92,3,2,3,8,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,0,1,1,361959
Vakeshi,112,4,2,3,9,0,Old Constructed,Newly Renovated,,,0,0,0,0,0,0,0,0,0,0,0,896181
Saburtaloze,35,2,1,6,6,1,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,179236
San. Zonashi,122,5,3,9,11,0,Newly Constructed,Newly Renovated,,Central Heating,1,1,1,1,1,1,1,1,0,1,1,369335
Isanshi,68,2,1,10,15,0,Newly Constructed,Green Frame,1,,0,0,0,0,0,0,0,0,0,0,0,366620
Ortachalashi,76.6,3,2,1,8,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,1,1,1,255868
Avlabarshi,75,1,1,1,6,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,0,0,1,1,0,1,1,312306
Ortachalashi,51,2,1,7,10,0,Old Constructed,Old Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,262065
Chughuretshi,17,1,1,2,3,0,Old Constructed,Old Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,154795
Saburtaloze,141,4,3,4,4,1,Newly Constructed,Newly Renovated,1,Central Heating,0,0,0,0,0,0,0,0,0,0,0,461669
Nadzaladevshi,63,3,2,9,13,0,Newly Constructed,Newly Renovated,2,Central Heating,1,1,1,1,1,1,1,1,0,1,1,285149
Vakeshi,110,3,2,6,10,0,Newly Constructed,White Plus,1,,0,0,0,0,0,0,0,0,0,0,0,475248
Ortachalashi,51.8,2,1,7,19,0,Newly Constructed,Green Frame,2,,0,0,0,0,0,0,0,0,0,0,0,182875
Saburtaloze,173,4,3,11,23,0,Newly Constructed,Newly Renovated,,Central Heating,1,1,1,1,1,1,1,1,1,1,1,835892
Mukhianshi,45,2,1,13,16,0,Newly Constructed,Newly Renovated,1,,0,0,0,0,0,0,0,0,0,0,0,203678
Saburtaloze,65,2,1,11,12,0,Newly Constructed,Newly Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,334031
Dighmis Masivshi,120,4,3,4,5,0,Old Constructed,Old Renovated,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,339463
Varketilshi,85,3,2,1,9,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,1,1,1,1,1,1,1,211825
Vakeshi,117,3,2,17,22,0,Old Constructed,Old Renovated,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,794342
Saburtaloze,58,3,1,2,4,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,1,1,1,1,0,0,0,1,0,230835
Bagebshi,86,4,3,8,16,0,Old Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,385629
Sololakshi,55,3,1,1,3,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,0,0,1,1,0,1,1,268854
Vakeshi,47,2,1,8,16,0,Newly Constructed,Newly Renovated,1,Central Heating,1,1,1,1,0,1,1,1,0,0,1,524130
Vakeshi,64,2,1,2,10,0,Newly Constructed,Old Renovated,1,Gas Heater,1,0,0,0,0,0,0,0,0,0,0,420934
San. Zonashi,76,3,2,1,5,0,Old Constructed,Needs Renovation,1,,1,0,0,0,0,0,0,0,0,0,0,190099
Mtatsmindaze,94,3,2,3,4,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,420934
Didubeshi,76,3,2,11,13,0,Newly Constructed,Newly Renovated,1,Central Heating,1,0,1,1,1,0,1,0,0,1,1,287864
Saburtaloze,48,2,1,5,8,0,Old Constructed,,1,Central Heating,1,1,1,0,1,1,1,1,0,1,1,271570
Samgorshi,85,4,2,4,9,0,Newly Constructed,Newly Renovated,2,Central Heating,1,0,0,0,0,0,0,0,0,0,0,241697
Saburtaloze,140,4,2,8,12,0,Old Constructed,Newly Renovated,1,Central Heating,1,0,1,1,1,1,0,0,0,1,0,706082
Mukhianshi,68,3,2,2,9,0,Old Constructed,Newly Renovated,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,222687
Saburtaloze,60,3,2,9,9,1,Old Constructed,Old Renovated,1,Central Heating,1,0,1,0,0,0,1,0,0,1,1,230835
Chughuretshi,49,3,2,2,2,1,Newly Constructed,Green Frame,1,Central Heating,1,0,0,0,0,0,0,0,0,0,0,171089
Dighomi 1-9-Shi,54.73,2,1,3,4,0,Old Constructed,,,,0,0,0,0,0,0,0,0,0,0,0,148630
